ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	кадр	блоб	bbox	площадь	rgb	score
1403	101	2.113	палка-ручка-пробка	16.6	11.9	снег-розовый	0.970	87.6	-2.0	8.0	8.2	bbox	DJI_20260813183004_0001_Z_03m40s.jpg	101	126,306,3,2	6	223,220,206	18.9
1404	135	2.115	стакан-марка-красная	12.4	40.4	снег-пересвеченный	0.396	90.2	-1.0	-2.0	2.2	маска	C0049_00m18s.png	43	810,145,7,5	23	216,223,227	83.5
1405	279	2.117	палка-ручка-пробка	16.6	12.5	снег-розовый	0.978	88.2	-2.0	8.0	8.2	маска	DJI_20260813183101_0008_Z.JPG	271	528,439,2,4	8	222,220,205	26.1
1406	267	2.118	стакан-марка-красная	11.0	45.1	снег-освещённый	0.534	94.9	0.0	1.0	1.0	маска	DJI_20260813183028_0002_Z.JPG	323	1026,1201,3,3	8	237,237,235	24.0
1407	282	2.118	стакан-марка-красная	11.0	45.1	снег-освещённый	0.534	94.9	0.0	1.0	1.0	маска	DJI_20260813183140_0012_Z.JPG	230	1149,109,3,4	10	235,235,234	34.2
1408	102	2.122	стакан-марка-красная	13.0	38.0	порода-в-тени	1.193	11.8	0.0	8.0	8.0	маска	DJI_20260813183004_0001_Z_03m40s.jpg	72	527,209,2,4	8	37,32,21	33.1
1409	268	2.122	стакан-марка-красная	11.2	44.7	снег-освещённый	0.521	94.5	0.0	-1.0	1.0	bbox	DJI_20260813183028_0002_Z.JPG	351	982,1330,3,2	6	237,238,239	18.7
1410	283	2.122	стакан-марка-красная	11.2	44.7	снег-освещённый	0.521	94.5	0.0	-1.0	1.0	маска	DJI_20260813183140_0012_Z.JPG	186	3114,1983,3,5	13	238,237,239	57.5
1411	284	2.126	стакан-марка-красная	17.0	2.0	корка-жёлтая-на-скале	0.912	51.8	-4.0	9.0	9.8	маска	DJI_20260813183140_0012_Z.JPG	10	1340,1345,34,34	760	109,110,95	2895.0
1412	280	2.127	стакан-марка-красная	11.0	45.3	порода-в-тени	0.633	4.5	0.0	0.0	0.0	bbox	DJI_20260813183101_0008_Z.JPG	285	2061,359,3,2	6	14,15,15	21.0
1413	281	2.127	стакан-марка-красная	11.0	45.3	порода-в-тени	0.633	4.5	0.0	0.0	0.0	bbox	DJI_20260813183101_0008_Z.JPG	288	2147,254,2,3	6	14,15,16	20.6
1414	282	2.127	стакан-марка-красная	17.0	2.3	корка-жёлтая-на-скале	0.901	47.5	-4.0	9.0	9.8	маска	DJI_20260813183101_0008_Z.JPG	79	242,1382,13,19	93	163,166,147	345.6
1415	285	2.127	стакан-марка-красная	17.0	2.4	корка-жёлтая-на-скале	0.915	52.2	-4.0	9.0	9.8	маска	DJI_20260813183140_0012_Z.JPG	46	396,1095,18,24	157	134,136,120	602.8
1416	283	2.130	стакан-марка-красная	17.0	3.9	корка-жёлтая-на-скале	0.926	53.7	-4.0	9.0	9.8	маска	DJI_20260813183101_0008_Z.JPG	95	82,149,11,10	74	174,176,158	267.8
1417	286	2.133	стакан-марка-красная	11.2	45.1	снег-освещённый	0.640	94.9	0.0	3.0	3.0	маска	DJI_20260813183140_0012_Z.JPG	146	3509,33,8,6	27	241,240,234	102.8
1418	287	2.133	стакан-марка-красная	11.2	45.1	снег-освещённый	0.534	94.9	0.0	-1.0	1.0	маска	DJI_20260813183140_0012_Z.JPG	173	706,490,6,3	15	238,237,240	68.2
1419	136	2.134	стакан-марка-красная	12.4	41.2	снег-пересвеченный	0.396	91.0	-1.0	-2.0	2.2	маска	C0049_00m18s.png	48	873,67,6,5	21	220,224,228	76.0
1420	187	2.134	стакан-марка-красная	14.8	30.0	порода-в-тени	1.125	19.8	-2.0	8.0	8.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	164	1278,1059,3,3	8	50,48,37	31.6
1421	284	2.134	палка-ручка-пробка	16.6	13.3	снег-освещённый	1.222	89.0	-4.0	9.0	9.8	маска	DJI_20260813183101_0008_Z.JPG	260	292,1967,3,4	9	215,219,201	31.5
1422	188	2.135	стакан-марка-красная	15.2	27.1	порода-охристая	1.061	22.7	17.0	15.0	22.7	маска	DJI_20260813183534_0014_Z_00m31s.jpg	119	175,609,2,7	14	78,41,29	49.3
1423	285	2.136	стакан-марка-красная	16.6	14.9	корка-жёлтая-на-скале	1.108	34.9	-4.0	8.0	8.9	маска	DJI_20260813183101_0008_Z.JPG	270	2983,1919,4,4	10	97,101,88	26.3
1424	269	2.138	палка-ручка-пробка	16.5	15.7	корка-жёлтая-на-скале	0.989	60.0	-4.5	9.5	10.5	маска	DJI_20260813183028_0002_Z.JPG	308	917,2123,2,4	8	132,136,118	28.1
1425	288	2.139	стакан-марка-красная	11.0	45.9	снег-освещённый	0.560	95.7	0.0	1.0	1.0	маска	DJI_20260813183140_0012_Z.JPG	204	2892,1413,5,3	13	238,238,236	45.7
1426	189	2.140	стакан-марка-красная	13.5	36.7	порода-в-тени	0.460	13.1	-2.5	2.0	3.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	154	1238,692,4,3	10	46,49,45	35.7
1427	286	2.140	палка-ручка-пробка	16.6	15.3	снег-розовый	1.020	91.0	-2.0	8.0	8.2	маска	DJI_20260813183101_0008_Z.JPG	300	1325,1135,4,4	8	233,229,216	18.5
1428	77	2.141	стакан-марка-красная	14.8	30.4	порода-в-тени	1.126	19.4	-2.0	8.0	8.2	маска	DJI_20260813183727_0015_Z_03m32s.jpg	50	306,978,3,7	21	47,45,34	65.0
1429	190	2.141	палка-ручка-контроль	15.9	21.9	корка-жёлтая-на-скале	0.721	35.7	-4.5	14.0	14.7	маска	DJI_20260813183534_0014_Z_00m31s.jpg	86	456,304,8,5	20	157,161,138	73.8
1430	270	2.142	палка-ручка-пробка	17.0	6.7	корка-жёлтая-на-скале	1.310	69.0	-8.0	12.0	14.4	маска	DJI_20260813183028_0002_Z.JPG	38	437,551,22,22	145	168,175,161	549.6
1431	103	2.143	палка-ручка-пробка	16.1	20.4	снег-розовый	1.262	96.1	-3.0	9.0	9.5	маска	DJI_20260813183004_0001_Z_03m40s.jpg	11	47,11,26,11	95	228,229,216	294.5
1432	191	2.143	крышка-контроль	17.0	8.6	порода-в-тени	1.563	51.0	-10.0	3.0	10.4	маска	DJI_20260813183534_0014_Z_00m31s.jpg	94	318,441,3,8	20	105,123,115	68.0
1433	137	2.148	стакан-марка-красная	12.4	41.8	снег-пересвеченный	0.397	91.6	-1.0	-2.0	2.2	маска	C0049_00m18s.png	105	1507,301,4,2	8	223,227,230	27.6
1434	192	2.149	стакан-марка-красная	14.1	34.5	порода-в-тени	0.774	15.3	-2.5	5.0	5.6	маска	DJI_20260813183534_0014_Z_00m31s.jpg	175	1202,685,3,3	8	38,38,30	28.5
1435	289	2.151	стакан-марка-красная	11.4	45.1	снег-розовый	0.712	94.9	0.0	4.0	4.0	маска	DJI_20260813183140_0012_Z.JPG	124	3726,65,6,8	36	240,237,230	137.0
1436	290	2.151	стакан-марка-красная	11.4	45.1	снег-розовый	0.712	94.9	0.0	4.0	4.0	маска	DJI_20260813183140_0012_Z.JPG	222	3426,243,4,3	10	240,237,230	36.4
1437	291	2.151	палка-ручка-пробка	16.6	15.3	корка-жёлтая-на-скале	1.007	60.4	-4.0	9.0	9.8	маска	DJI_20260813183140_0012_Z.JPG	172	1205,133,7,6	18	157,160,143	69.6
1438	193	2.151	стакан-марка-красная	16.6	16.5	корка-жёлтая-на-скале	1.133	33.3	-4.0	8.0	8.9	маска	DJI_20260813183534_0014_Z_00m31s.jpg	155	1295,1059,5,2	10	75,76,63	34.9
1439	78	2.151	стакан-марка-красная	16.6	16.5	корка-жёлтая-на-скале	1.133	33.3	-4.0	8.0	8.9	маска	DJI_20260813183727_0015_Z_03m32s.jpg	56	315,1041,4,7	17	178,179,165	50.9
1440	271	2.154	стакан-марка-красная	17.0	9.8	корка-жёлтая-на-скале	0.995	59.6	-4.0	9.0	9.8	маска	DJI_20260813183028_0002_Z.JPG	31	960,907,17,16	206	140,142,126	640.3
1441	292	2.154	стакан-марка-красная	11.2	45.9	снег-розовый	0.826	95.7	1.0	6.0	6.1	маска	DJI_20260813183140_0012_Z.JPG	215	3681,161,4,4	11	247,242,232	41.2
1442	138	2.155	стакан-марка-красная	13.2	38.8	снег-розовый	0.782	88.6	-1.0	6.5	6.6	маска	C0049_00m18s.png	68	371,611,4,4	14	219,215,205	48.3
1443	287	2.156	палка-ручка-пробка	16.6	15.9	снег-освещённый	1.247	91.6	-4.0	9.0	9.8	маска	DJI_20260813183101_0008_Z.JPG	164	424,1814,4,11	35	226,228,211	114.0
1444	104	2.158	палка-ручка-пробка	16.6	17.0	снег-розовый	1.159	92.7	-3.0	8.5	9.0	маска	DJI_20260813183004_0001_Z_03m40s.jpg	82	986,271,3,3	9	214,214,199	27.9
1445	272	2.158	стакан-марка-красная	15.3	28.2	корка-жёлтая-на-скале	1.226	21.6	-2.0	9.0	9.2	маска	DJI_20260813183028_0002_Z.JPG	105	1112,359,16,6	41	62,60,45	161.0
1446	194	2.159	стакан-марка-красная	13.6	37.3	порода-охристая	1.115	12.5	15.0	14.0	20.5	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	219	1748,246,2,3	6	56,23,10	15.9
1447	293	2.159	стакан-марка-красная	16.6	17.3	корка-жёлтая-на-скале	1.146	32.5	-4.0	8.0	8.9	маска	DJI_20260813183140_0012_Z.JPG	99	3340,753,11,12	71	74,76,63	232.1
1448	195	2.161	стакан-марка-красная	15.2	28.6	порода-охристая	1.091	21.2	17.0	15.0	22.7	маска	DJI_20260813183534_0014_Z_00m31s.jpg	91	1761,364,6,5	20	77,40,29	70.0
1449	79	2.162	стакан-марка-красная	13.9	36.1	порода-в-тени	1.157	13.7	-1.0	8.0	8.1	маска	DJI_20260813183727_0015_Z_03m32s.jpg	54	1645,913,4,6	16	49,47,36	53.1
1450	196	2.164	крышка-контроль	17.0	10.9	снег-освещённый	1.423	53.3	-9.0	2.0	9.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	31	337,437,10,8	58	114,132,124	211.3
1451	288	2.165	палка-ручка-пробка	16.6	17.8	снег-розовый	1.066	93.5	-2.0	8.0	8.2	маска	DJI_20260813183101_0008_Z.JPG	193	2178,620,9,4	24	234,231,217	74.9
1452	289	2.170	палка-ручка-пробка	16.6	17.2	снег-освещённый	1.263	92.9	-4.0	9.0	9.8	маска	DJI_20260813183101_0008_Z.JPG	100	878,1149,13,10	69	225,227,211	247.4
1453	273	2.170	стакан-марка-красная	12.2	43.3	снег-освещённый	0.458	93.1	-1.0	-1.0	1.4	bbox	DJI_20260813183028_0002_Z.JPG	374	2123,1882,2,3	6	230,234,235	13.0
1454	294	2.172	стакан-марка-красная	11.4	45.9	снег-розовый	0.736	95.7	0.0	4.0	4.0	маска	DJI_20260813183140_0012_Z.JPG	62	3690,51,12,24	105	238,234,226	403.3
1455	197	2.175	палка-ручка-пробка	17.0	12.9	лишайник-жёлтый-на-камне	1.731	88.6	-10.0	15.0	18.0	маска	DJI_20260813183534_0014_Z_00m31s.jpg	3	121,116,24,29	206	187,193,177	785.6
1456	290	2.178	стакан-марка-красная	16.6	18.0	корка-жёлтая-на-скале	0.927	31.8	-3.0	10.0	10.4	маска	DJI_20260813183101_0008_Z.JPG	82	208,1064,8,15	81	107,106,89	328.4
1457	198	2.178	стакан-марка-красная	15.5	27.7	снег-освещённый	0.454	77.5	-4.5	0.0	4.5	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	216	479,0,2,3	6	177,187,185	17.5
1458	199	2.185	стакан-марка-красная	13.6	38.4	порода-в-тени	0.816	11.4	-2.0	5.0	5.4	маска	DJI_20260813183534_0014_Z_00m31s.jpg	28	1011,151,13,6	56	35,34,26	218.8
1459	291	2.186	стакан-марка-красная	17.0	14.3	корка-жёлтая-на-скале	1.003	35.5	-4.0	9.0	9.8	маска	DJI_20260813183101_0008_Z.JPG	81	43,1088,9,15	88	103,105,90	342.2
1460	274	2.187	палка-ручка-пробка	17.5	0.4	снег-розовый	1.062	76.1	-4.0	8.0	8.9	маска	DJI_20260813183028_0002_Z.JPG	350	721,139,2,3	6	184,189,173	18.9
1461	292	2.187	палка-ручка-пробка	17.0	14.5	снег-розовый	1.075	90.2	-3.0	8.0	8.5	маска	DJI_20260813183101_0008_Z.JPG	278	928,1543,3,3	7	225,226,211	22.8
1462	293	2.188	стакан-марка-красная	17.5	3.9	корка-жёлтая-на-скале	1.077	45.9	-5.0	8.0	9.4	маска	DJI_20260813183101_0008_Z.JPG	186	192,2082,4,7	24	114,119,104	82.6
1463	294	2.189	палка-ручка-пробка	17.0	14.7	снег-розовый	1.078	90.4	-3.0	8.0	8.5	маска	DJI_20260813183101_0008_Z.JPG	263	1050,187,3,4	10	220,220,205	30.1
1464	139	2.189	стакан-марка-красная	12.8	41.8	снег-пересвеченный	0.382	91.6	-1.0	-3.5	3.6	маска	C0049_00m18s.png	45	804,315,7,4	21	216,221,227	77.3
1465	200	2.190	крышка-контроль	17.0	14.5	снег-освещённый	1.339	56.9	-9.0	2.0	9.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	7	345,462,16,15	174	119,139,131	642.8
1466	140	2.192	стакан-марка-красная	13.2	40.6	снег-пересвеченный	0.354	90.4	-2.0	-1.0	2.2	маска	C0049_00m18s.png	5	1311,561,28,10	130	194,198,198	504.6
1467	82	2.196	палка-ручка-пробка	16.3	22.5	снег-розовый	1.139	98.2	-1.5	8.0	8.1	маска	DJI_20260813183004_0001_Z_01m56s.jpg	66	1288,1048,5,3	13	254,251,235	39.3
1468	83	2.198	стакан-марка-красная	15.6	28.2	корка-жёлтая-на-скале	1.069	21.6	-1.0	11.0	11.0	маска	DJI_20260813183004_0001_Z_01m56s.jpg	44	654,770,4,5	18	98,92,75	70.3
1469	295	2.204	стакан-марка-красная	11.4	47.1	снег-освещённый	0.771	96.9	0.0	4.0	4.0	маска	DJI_20260813183140_0012_Z.JPG	41	3597,65,14,20	173	242,239,232	676.6
1470	201	2.206	стакан-марка-красная	15.3	31.0	порода-в-тени	1.251	18.8	-2.0	9.0	9.2	маска	DJI_20260813183534_0014_Z_00m31s.jpg	112	1005,149,4,4	13	52,52,40	53.0
1471	202	2.208	стакан-марка-красная	13.9	38.0	порода-охристая	1.198	11.8	16.0	14.0	21.3	маска	DJI_20260813183534_0014_Z_00m31s.jpg	83	1749,230,9,7	26	70,36,24	77.0
1472	105	2.213	палка-ручка-пробка	16.6	21.2	снег-освещённый	1.317	96.9	-4.0	9.0	9.8	маска	DJI_20260813183004_0001_Z_03m40s.jpg	17	97,3,15,12	70	227,228,212	223.8
1473	203	2.215	палка-ручка-пробка	17.2	14.9	лишайник-жёлтый-на-камне	1.716	90.6	-9.0	13.0	15.8	маска	DJI_20260813183534_0014_Z_00m31s.jpg	120	376,17,5,3	14	198,208,181	49.1
1474	275	2.215	стакан-марка-красная	17.0	17.5	снег-розовый	1.166	67.3	-4.5	8.0	9.2	маска	DJI_20260813183028_0002_Z.JPG	225	500,56,7,5	20	162,165,149	58.0
1475	276	2.216	палка-ручка-пробка	17.7	3.7	корка-жёлтая-на-скале	1.379	72.0	-7.0	10.0	12.2	маска	DJI_20260813183028_0002_Z.JPG	60	2631,399,13,12	88	151,157,141	352.8
1476	277	2.218	палка-ручка-пробка	17.7	4.7	корка-жёлтая-на-скале	1.391	71.0	-8.0	11.0	13.6	маска	DJI_20260813183028_0002_Z.JPG	82	862,2110,7,11	58	155,165,144	227.8
1477	278	2.223	стакан-марка-красная	12.4	44.7	снег-пересвеченный	0.419	94.5	-1.0	-2.0	2.2	маска	DJI_20260813183028_0002_Z.JPG	265	1051,1027,5,4	14	228,234,235	41.3
1478	204	2.223	стакан-марка-красная	15.3	31.8	порода-в-тени	0.678	18.0	-4.0	4.0	5.7	маска	DJI_20260813183534_0014_Z_00m31s.jpg	171	1349,876,4,2	8	41,46,40	30.2
1479	141	2.224	стакан-марка-красная	13.3	41.2	снег-освещённый	0.631	91.0	-2.0	4.0	4.5	маска	C0049_00m18s.png	15	1801,545,8,12	43	212,211,204	153.3
1480	142	2.225	стакан-марка-красная	13.0	42.6	снег-пересвеченный	0.400	92.4	-1.0	-4.0	4.1	маска	C0049_00m18s.png	77	1214,257,4,4	12	225,231,237	43.7
1481	279	2.227	палка-ручка-пробка	17.7	7.5	корка-жёлтая-на-скале	1.300	68.2	-7.0	10.0	12.2	маска	DJI_20260813183028_0002_Z.JPG	53	449,2119,18,13	96	150,156,138	402.2
1482	295	2.229	палка-ручка-пробка	17.5	12.1	снег-освещённый	1.097	87.8	-4.0	8.0	8.9	маска	DJI_20260813183101_0008_Z.JPG	282	931,1798,2,4	8	217,222,206	22.2
1483	296	2.230	стакан-марка-красная	11.0	49.0	снег-освещённый	0.702	98.8	0.0	2.0	2.0	маска	DJI_20260813183140_0012_Z.JPG	57	3111,839,16,16	113	230,229,225	433.8
1484	143	2.230	стакан-марка-красная	13.5	41.0	снег-розовый	0.814	90.8	-1.5	6.0	6.2	маска	C0049_00m18s.png	73	885,1011,4,4	13	210,208,198	46.6
1485	106	2.232	палка-ручка-пробка	17.5	12.5	снег-освещённый	1.101	88.2	-4.0	8.0	8.9	bbox	DJI_20260813183004_0001_Z_03m40s.jpg	100	826,60,3,2	6	217,220,204	18.9
1486	280	2.233	стакан-марка-красная	12.3	45.5	снег-пересвеченный	0.452	95.3	-1.0	-1.5	1.8	маска	DJI_20260813183028_0002_Z.JPG	254	2577,1712,5,5	16	235,239,241	45.3
1487	84	2.238	палка-ручка-пробка	16.6	23.9	снег-розовый	1.196	99.6	-2.0	8.0	8.2	маска	DJI_20260813183004_0001_Z_01m56s.jpg	59	1212,951,3,6	15	252,250,234	50.2
1488	205	2.243	крышка-контроль	17.7	10.5	снег-освещённый	1.583	52.9	-10.0	4.0	10.8	маска	DJI_20260813183534_0014_Z_00m31s.jpg	77	1354,859,6,5	23	116,135,124	85.8
1489	296	2.245	рюкзак-синий	15.3	32.9	порода-в-тени	0.576	5.9	-2.0	1.0	2.2	маска	DJI_20260813183101_0008_Z.JPG	172	2117,249,6,5	24	16,18,18	100.4
1490	206	2.245	стакан-марка-красная	15.3	32.9	порода-в-тени	0.685	16.9	-4.0	4.0	5.7	маска	DJI_20260813183534_0014_Z_00m31s.jpg	17	1214,689,16,9	86	42,48,41	330.2
1491	297	2.250	стакан-марка-красная	17.9	7.1	корка-жёлтая-на-скале	0.993	42.7	-5.0	9.0	10.3	маска	DJI_20260813183101_0008_Z.JPG	73	1122,1435,13,11	103	107,110,94	374.1
1492	298	2.252	рюкзак-синий	15.3	33.3	порода-в-тени	0.588	5.5	-2.0	1.0	2.2	маска	DJI_20260813183101_0008_Z.JPG	187	2042,347,6,6	21	15,17,16	81.5
1493	299	2.252	рюкзак-синий	15.3	33.3	порода-в-тени	0.588	5.5	-2.0	1.0	2.2	маска	DJI_20260813183101_0008_Z.JPG	274	2132,241,3,3	7	15,17,16	23.9
1494	281	2.252	палка-древко-контроль	16.0	28.8	снег-освещённый	1.074	70.4	-9.0	1.0	9.1	маска	DJI_20260813183028_0002_Z.JPG	176	3058,1115,4,7	24	135,156,149	89.5
1495	300	2.254	палка-ручка-пробка	14.9	35.7	корка-жёлтая-на-скале	0.838	40.0	-6.0	13.0	14.3	маска	DJI_20260813183101_0008_Z.JPG	18	287,1459,16,25	278	130,133,112	1217.5
1496	85	2.254	стакан-марка-красная	17.5	15.7	корка-жёлтая-на-скале	1.181	34.1	-5.0	8.0	9.4	маска	DJI_20260813183004_0001_Z_01m56s.jpg	21	1718,230,10,7	53	136,139,124	174.6
1497	282	2.255	палка-ручка-пробка	17.8	10.2	корка-жёлтая-на-скале	1.235	65.5	-6.0	9.0	10.8	маска	DJI_20260813183028_0002_Z.JPG	113	798,167,7,9	43	161,170,154	148.6
1498	80	2.257	стакан-марка-красная	17.1	20.4	порода-в-тени	1.115	29.4	-5.0	7.0	8.6	bbox	DJI_20260813183727_0015_Z_03m32s.jpg	78	1885,913,3,2	6	65,71,58	14.4
1499	283	2.267	рюкзак-синий	15.3	34.1	порода-в-тени	0.614	4.7	-2.0	1.0	2.2	маска	DJI_20260813183028_0002_Z.JPG	259	3171,56,2,5	10	15,16,16	43.4
1500	301	2.267	рюкзак-синий	15.3	34.1	порода-в-тени	0.614	4.7	-2.0	1.0	2.2	маска	DJI_20260813183101_0008_Z.JPG	202	2171,175,6,7	20	16,17,18	70.5
1501	302	2.267	рюкзак-синий	15.3	34.1	порода-в-тени	0.614	4.7	-2.0	1.0	2.2	маска	DJI_20260813183101_0008_Z.JPG	254	2129,263,3,4	9	14,16,15	32.9
